run_id,split,domain,agent_model,harness_version,num_tasks,num_passed,pass_rate,total_cost_usd,cost_per_successful_task,mean_reward,generated_at
eval_airline_20260905_101440,eval_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,5.7295,1.432375,0.4,2026-09-05T10:21:52.487854+00:00
eval_telecom_20260905_102155,eval_telecom,telecom,anthropic/claude-opus-4-8,v0.2,25,9,0.36,22.587785,2.509754,0.36,2026-09-05T10:50:12.126853+00:00
proxy_20260905_105033,proxy,retail,anthropic/claude-opus-4-8,v0.2,12,0,0.0,,,0.0,2026-09-05T10:50:53.612952+00:00
eval_airline_20260905_105056,eval_airline,airline,anthropic/claude-opus-4-8,v0.2,10,0,0.0,,,0.0,2026-09-05T10:51:12.200432+00:00
eval_telecom_20260905_105115,eval_telecom,telecom,anthropic/claude-opus-4-8,v0.2,25,0,0.0,,,0.0,2026-09-05T10:52:02.238380+00:00
proxy_20260905_105241,proxy,retail,anthropic/claude-opus-4-8,v0.2,12,10,0.8333,6.45027,0.645027,0.8333,2026-09-05T11:00:28.776663+00:00
eval_airline_20260905_110031,eval_airline,airline,anthropic/claude-opus-4-8,v0.2,10,3,0.3,5.495695,1.831898,0.3,2026-09-05T11:07:14.598895+00:00
eval_telecom_20260905_110717,eval_telecom,telecom,anthropic/claude-opus-4-8,v0.2,25,11,0.44,23.29492,2.11772,0.44,2026-09-05T11:35:47.898207+00:00
proxy_20260905_113605,proxy,retail,anthropic/claude-opus-4-8,v0.2,12,11,0.9167,6.467925,0.587993,0.9167,2026-09-05T11:43:46.587844+00:00
eval_airline_20260905_114349,eval_airline,airline,anthropic/claude-opus-4-8,v0.2,10,5,0.5,5.69763,1.139526,0.5,2026-09-05T11:50:34.805908+00:00
eval_telecom_20260905_115037,eval_telecom,telecom,anthropic/claude-opus-4-8,v0.2,25,9,0.36,22.48085,2.497872,0.36,2026-09-05T12:19:27.297999+00:00
proxy_20260905_121946,proxy,retail,anthropic/claude-opus-4-8,v0.2,12,11,0.9167,5.763265,0.523933,0.9167,2026-09-05T12:27:12.540749+00:00
eval_airline_20260905_122715,eval_airline,airline,anthropic/claude-opus-4-8,v0.2,10,3,0.3,5.468795,1.822932,0.3,2026-09-05T12:33:58.130867+00:00
search_retail_20260905_134600,search_retail,retail,anthropic/claude-opus-4-8,v0.1,20,16,0.8,9.03679,0.564799,0.8,2026-09-05T13:57:54.918096+00:00
search_retail_20260905_135754,search_retail,retail,anthropic/claude-opus-4-8,v0.1,20,16,0.8,8.70573,0.544108,0.8,2026-09-05T14:09:36.630086+00:00
search_airline_20260905_140941,search_airline,airline,anthropic/claude-opus-4-8,v0.1,10,6,0.6,5.346255,0.891043,0.6,2026-09-05T14:16:14.556987+00:00
search_airline_20260905_141614,search_airline,airline,anthropic/claude-opus-4-8,v0.1,10,4,0.4,4.27087,1.067718,0.4,2026-09-05T14:21:39.733661+00:00
search_telecom_20260905_142142,search_telecom,telecom,anthropic/claude-opus-4-8,v0.1,20,9,0.45,18.974235,2.108248,0.45,2026-09-05T14:45:25.248021+00:00
search_telecom_20260905_144525,search_telecom,telecom,anthropic/claude-opus-4-8,v0.1,20,7,0.35,19.527,2.789571,0.35,2026-09-05T15:09:50.221197+00:00
search_retail_20260905_151042,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,19,0.95,8.260055,0.43474,0.95,2026-09-05T15:21:36.351842+00:00
search_airline_20260905_152141,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,4.28854,1.072135,0.4,2026-09-05T15:27:27.482029+00:00
search_telecom_20260905_152735,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,6,0.3,17.83046,2.971743,0.3,2026-09-05T15:49:39.589055+00:00
search_retail_20260905_154942,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,17,0.85,8.95413,0.526714,0.85,2026-09-05T16:01:03.745109+00:00
search_airline_20260905_160107,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,4.523355,1.130839,0.4,2026-09-05T16:07:09.765295+00:00
search_telecom_20260905_160712,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,7,0.35,16.509845,2.358549,0.35,2026-09-05T16:28:15.859156+00:00
search_retail_20260905_162847,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,15,0.75,8.656895,0.577126,0.75,2026-09-05T16:39:15.885833+00:00
search_airline_20260905_163918,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,4.64558,1.161395,0.4,2026-09-05T16:44:27.129226+00:00
search_telecom_20260905_164430,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,7,0.35,17.7759,2.539414,0.35,2026-09-05T17:04:34.416764+00:00
search_retail_20260905_170437,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,17,0.85,8.82335,0.519021,0.85,2026-09-05T17:14:45.390335+00:00
search_airline_20260905_171450,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,4.31484,1.07871,0.4,2026-09-05T17:20:11.068924+00:00
search_telecom_20260905_172015,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,9,0.45,17.26989,1.918877,0.45,2026-09-05T17:39:13.689647+00:00
search_retail_20260905_173939,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,17,0.85,7.97319,0.469011,0.85,2026-09-05T17:50:15.478146+00:00
search_airline_20260905_175018,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,3.90562,0.976405,0.4,2026-09-05T17:55:23.404066+00:00
search_telecom_20260905_175530,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,6,0.3,18.46848,3.07808,0.3,2026-09-05T18:18:31.630704+00:00
search_retail_20260905_181834,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,16,0.8,8.535495,0.533468,0.8,2026-09-05T18:29:54.624000+00:00
search_airline_20260905_182957,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,5.006445,1.251611,0.4,2026-09-05T18:36:16.645310+00:00
search_telecom_20260905_183619,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,8,0.4,19.82499,2.478124,0.4,2026-09-05T19:00:36.190798+00:00
search_retail_20260905_190142,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,18,0.9,8.63759,0.479866,0.9,2026-09-05T19:12:48.203731+00:00
search_airline_20260905_191251,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,5.752765,1.438191,0.4,2026-09-05T19:20:08.124091+00:00
search_telecom_20260905_192011,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,8,0.4,16.071715,2.008964,0.4,2026-09-05T19:39:53.543655+00:00
search_retail_20260905_193956,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,17,0.85,8.9145,0.524382,0.85,2026-09-05T19:51:16.701600+00:00
search_airline_20260905_195119,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,4.87522,1.218805,0.4,2026-09-05T19:57:17.467535+00:00
search_telecom_20260905_195720,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,8,0.4,17.65782,2.207228,0.4,2026-09-05T20:18:09.995891+00:00
search_retail_20260905_201831,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,16,0.8,8.33097,0.520686,0.8,2026-09-05T20:29:37.401079+00:00
search_airline_20260905_202940,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,4.926015,1.231504,0.4,2026-09-05T20:35:54.614502+00:00
search_telecom_20260905_203557,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,7,0.35,17.04688,2.435269,0.35,2026-09-05T20:57:53.815137+00:00
search_retail_20260905_205756,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,15,0.75,8.746315,0.583088,0.75,2026-09-05T21:09:12.489191+00:00
search_airline_20260905_210915,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,3,0.3,4.864275,1.621425,0.3,2026-09-05T21:15:16.230817+00:00
search_telecom_20260905_211519,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,6,0.3,18.83398,3.138997,0.3,2026-09-05T21:39:25.814875+00:00
search_retail_20260905_213941,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,14,0.7,8.50377,0.607412,0.7,2026-09-05T21:51:33.425420+00:00
search_airline_20260905_215139,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,3,0.3,5.27022,1.75674,0.3,2026-09-05T21:57:53.647089+00:00
search_telecom_20260905_215758,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,7,0.35,16.667785,2.381112,0.35,2026-09-05T22:17:14.428582+00:00
search_retail_20260905_221718,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,16,0.8,8.433705,0.527107,0.8,2026-09-05T22:28:21.130450+00:00
search_airline_20260905_222824,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,5,0.5,5.61893,1.123786,0.5,2026-09-05T22:34:47.993258+00:00
search_telecom_20260905_223450,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,6,0.3,16.478955,2.746493,0.3,2026-09-05T22:53:27.840957+00:00
search_retail_20260905_225343,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,17,0.85,8.40962,0.494684,0.85,2026-09-05T23:05:20.263736+00:00
search_airline_20260905_230523,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,4.80729,1.201823,0.4,2026-09-05T23:11:43.455108+00:00
search_telecom_20260905_231146,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,7,0.35,18.46356,2.637651,0.35,2026-09-05T23:35:25.028328+00:00
search_retail_20260905_233528,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,17,0.85,8.42675,0.495691,0.85,2026-09-05T23:46:27.905439+00:00
search_airline_20260905_234633,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,5.059445,1.264861,0.4,2026-09-05T23:53:15.750655+00:00
search_telecom_20260905_235319,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,7,0.35,18.4641,2.637729,0.35,2026-09-06T00:18:10.728506+00:00
search_retail_20260906_001928,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,16,0.8,8.71155,0.544472,0.8,2026-09-06T00:30:57.202351+00:00
search_airline_20260906_003106,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,4.50667,1.126668,0.4,2026-09-06T00:36:59.484122+00:00
search_telecom_20260906_003707,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,9,0.45,18.580875,2.064542,0.45,2026-09-06T01:05:17.141930+00:00
search_retail_20260906_010520,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,17,0.85,8.49552,0.499736,0.85,2026-09-06T01:16:45.618777+00:00
search_airline_20260906_011648,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,3,0.3,5.13035,1.710117,0.3,2026-09-06T01:23:43.318291+00:00
search_telecom_20260906_012346,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,9,0.45,18.752255,2.083584,0.45,2026-09-06T01:47:40.864730+00:00
search_retail_20260906_014826,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,13,0.65,8.496865,0.653605,0.65,2026-09-06T02:00:11.502889+00:00
search_airline_20260906_020014,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,5.13306,1.283265,0.4,2026-09-06T02:06:50.283223+00:00
search_telecom_20260906_020653,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,10,0.5,19.11034,1.911034,0.5,2026-09-06T02:33:04.735174+00:00
search_retail_20260906_023307,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,17,0.85,8.736665,0.513921,0.85,2026-09-06T02:46:55.567969+00:00
search_airline_20260906_024703,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,5,0.5,4.77993,0.955986,0.5,2026-09-06T02:53:20.926878+00:00
search_telecom_20260906_025324,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,9,0.45,17.927175,1.991908,0.45,2026-09-06T03:17:22.263042+00:00
search_retail_20260906_031736,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,18,0.9,8.585515,0.476973,0.9,2026-09-06T03:29:04.613523+00:00
search_airline_20260906_032907,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,3,0.3,4.25752,1.419173,0.3,2026-09-06T03:35:24.729293+00:00
search_telecom_20260906_033528,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,4,0.2,8.13641,2.034102,0.2,2026-09-06T03:51:52.192203+00:00
search_retail_20260906_035155,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,15,0.75,8.964205,0.597614,0.75,2026-09-06T04:03:57.368841+00:00
search_airline_20260906_040400,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,4.01944,1.00486,0.4,2026-09-06T04:10:21.267039+00:00
search_telecom_20260906_041024,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,6,0.3,8.51426,1.419043,0.3,2026-09-06T04:30:57.006246+00:00
search_retail_20260906_043119,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,16,0.8,9.03179,0.564487,0.8,2026-09-06T04:42:47.544196+00:00
search_airline_20260906_044250,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,3,0.3,4.991645,1.663882,0.3,2026-09-06T04:48:38.504137+00:00
search_telecom_20260906_044841,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,7,0.35,15.52154,2.217363,0.35,2026-09-06T05:05:13.484110+00:00
search_retail_20260906_050516,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,16,0.8,8.549075,0.534317,0.8,2026-09-06T05:14:55.314170+00:00
search_airline_20260906_051458,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,5.32198,1.330495,0.4,2026-09-06T05:20:34.162330+00:00
search_telecom_20260906_052037,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,6,0.3,16.063755,2.677293,0.3,2026-09-06T05:38:32.636320+00:00
search_retail_20260906_053907,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,18,0.9,8.51873,0.473263,0.9,2026-09-06T05:51:43.307083+00:00
search_airline_20260906_055146,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,4.880975,1.220244,0.4,2026-09-06T05:57:44.096070+00:00
search_telecom_20260906_055748,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,9,0.45,16.76664,1.86296,0.45,2026-09-06T06:19:53.034367+00:00
search_retail_20260906_061956,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,16,0.8,8.708845,0.544303,0.8,2026-09-06T06:31:08.319995+00:00
search_airline_20260906_063111,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,3,0.3,5.65779,1.88593,0.3,2026-09-06T06:37:50.198354+00:00
search_telecom_20260906_063753,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,9,0.45,19.30548,2.145053,0.45,2026-09-06T07:00:52.697891+00:00
search_retail_20260906_070111,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,17,0.85,9.64983,0.567637,0.85,2026-09-06T07:12:42.201445+00:00
search_airline_20260906_071245,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,6.55772,1.63943,0.4,2026-09-06T07:19:35.376139+00:00
search_telecom_20260906_071938,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,9,0.45,19.98433,2.220481,0.45,2026-09-06T07:42:20.118371+00:00
search_retail_20260906_074223,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,16,0.8,8.933865,0.558367,0.8,2026-09-06T07:53:19.233733+00:00
search_airline_20260906_075322,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,6.298585,1.574646,0.4,2026-09-06T08:00:12.333351+00:00
search_telecom_20260906_080016,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,7,0.35,19.32271,2.760387,0.35,2026-09-06T08:23:13.542751+00:00
search_retail_20260906_082344,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,17,0.85,8.561555,0.503621,0.85,2026-09-06T08:34:31.814683+00:00
search_airline_20260906_083434,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,4.284725,1.071181,0.4,2026-09-06T08:40:01.924634+00:00
search_telecom_20260906_084005,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,7,0.35,18.93727,2.705324,0.35,2026-09-06T09:02:48.230192+00:00
search_retail_20260906_090251,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,18,0.9,8.464435,0.470246,0.9,2026-09-06T09:13:48.503196+00:00
search_airline_20260906_091351,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,5,0.5,6.079185,1.215837,0.5,2026-09-06T09:20:54.717042+00:00
search_telecom_20260906_092057,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,9,0.45,18.12844,2.014271,0.45,2026-09-06T09:42:46.908700+00:00
search_retail_20260906_094313,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,16,0.8,7.623985,0.476499,0.8,2026-09-06T09:54:21.194242+00:00
search_airline_20260906_095424,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,3.92667,0.981668,0.4,2026-09-06T10:00:49.527241+00:00
search_telecom_20260906_100052,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,5,0.25,8.113805,1.622761,0.25,2026-09-06T10:22:40.678738+00:00
search_retail_20260906_102243,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,16,0.8,8.08902,0.505564,0.8,2026-09-06T10:34:50.036340+00:00
search_airline_20260906_103453,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,5,0.5,3.369955,0.673991,0.5,2026-09-06T10:41:02.537618+00:00
search_telecom_20260906_104105,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,6,0.3,7.425915,1.237653,0.3,2026-09-06T11:01:57.720136+00:00
search_retail_20260906_110237,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,17,0.85,7.55186,0.444227,0.85,2026-09-06T11:14:07.437066+00:00
search_airline_20260906_111410,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,5,0.5,4.52179,0.904358,0.5,2026-09-06T11:21:25.039665+00:00
search_telecom_20260906_112128,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,5,0.25,6.93591,1.387182,0.25,2026-09-06T11:41:15.966773+00:00
search_retail_20260906_114119,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,16,0.8,7.459505,0.466219,0.8,2026-09-06T11:52:13.240326+00:00
search_airline_20260906_115216,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,3.069345,0.767336,0.4,2026-09-06T11:57:39.156414+00:00
search_telecom_20260906_115742,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,4,0.2,6.798205,1.699551,0.2,2026-09-06T12:16:05.306140+00:00
search_retail_20260906_121624,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,16,0.8,8.771415,0.548213,0.8,2026-09-06T12:27:51.305612+00:00
search_airline_20260906_122754,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,3,0.3,6.10918,2.036393,0.3,2026-09-06T12:34:53.059602+00:00
search_telecom_20260906_123456,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,7,0.35,19.378935,2.768419,0.35,2026-09-06T12:58:13.344170+00:00
search_retail_20260906_125816,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,15,0.75,8.85907,0.590605,0.75,2026-09-06T13:09:54.956395+00:00
search_airline_20260906_130958,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,4.7386,1.18465,0.4,2026-09-06T13:16:28.871304+00:00
search_telecom_20260906_131635,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,9,0.45,19.1242,2.124911,0.45,2026-09-06T13:40:22.865899+00:00
search_retail_20260906_134034,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,17,0.85,8.693385,0.511376,0.85,2026-09-06T13:51:51.685361+00:00
search_airline_20260906_135154,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,5,0.5,6.39232,1.278464,0.5,2026-09-06T13:59:50.892771+00:00
search_telecom_20260906_135953,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,7,0.35,18.36291,2.623273,0.35,2026-09-06T14:23:32.183397+00:00
search_retail_20260906_142335,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,17,0.85,7.91961,0.465859,0.85,2026-09-06T14:34:22.354406+00:00
search_airline_20260906_143426,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,5.611895,1.402974,0.4,2026-09-06T14:41:13.299201+00:00
search_telecom_20260906_144116,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,9,0.45,18.527835,2.058648,0.45,2026-09-06T15:06:23.442575+00:00
search_retail_20260906_150644,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,17,0.85,9.23881,0.543459,0.85,2026-09-06T15:19:10.191731+00:00
search_airline_20260906_151913,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,4,0.4,5.81229,1.453072,0.4,2026-09-06T15:26:08.054121+00:00
search_telecom_20260906_152611,search_telecom,telecom,anthropic/claude-opus-4-8,v0.2,20,8,0.4,19.812315,2.476539,0.4,2026-09-06T15:51:31.798873+00:00
search_retail_20260906_155135,search_retail,retail,anthropic/claude-opus-4-8,v0.2,20,16,0.8,8.819615,0.551226,0.8,2026-09-06T16:03:12.360308+00:00
search_airline_20260906_160315,search_airline,airline,anthropic/claude-opus-4-8,v0.2,10,6,0.6,5.62715,0.937858,0.6,2026-09-06T16:10:02.052246+00:00
test_retail_20260906_162338,test_retail,retail,anthropic/claude-opus-4-8,v0.5,40,35,0.875,15.821305,0.452037,0.875,2026-09-06T16:45:34.050772+00:00
test_retail_20260906_164534,test_retail,retail,anthropic/claude-opus-4-8,v0.5,40,33,0.825,16.29299,0.493727,0.825,2026-09-06T17:08:20.359393+00:00
test_retail_20260906_170820,test_retail,retail,anthropic/claude-opus-4-8,v0.5,40,34,0.85,14.64639,0.430776,0.85,2026-09-06T17:29:02.927562+00:00
test_retail_20260906_172902,test_retail,retail,anthropic/claude-opus-4-8,v0.5,40,33,0.825,15.22791,0.461452,0.825,2026-09-06T17:50:46.706485+00:00
test_retail_20260906_175046,test_retail,retail,anthropic/claude-opus-4-8,v0.5,40,35,0.875,15.065445,0.430441,0.875,2026-09-06T18:12:05.312823+00:00
test_airline_20260906_181208,test_airline,airline,anthropic/claude-opus-4-8,v0.5,20,13,0.65,6.464905,0.4973,0.65,2026-09-06T18:24:04.980755+00:00
test_airline_20260906_182404,test_airline,airline,anthropic/claude-opus-4-8,v0.5,20,11,0.55,6.219125,0.565375,0.55,2026-09-06T18:35:48.515446+00:00
test_airline_20260906_183548,test_airline,airline,anthropic/claude-opus-4-8,v0.5,20,13,0.65,6.45469,0.496515,0.65,2026-09-06T18:47:26.463225+00:00
test_airline_20260906_184726,test_airline,airline,anthropic/claude-opus-4-8,v0.5,20,12,0.6,6.695715,0.557976,0.6,2026-09-06T18:59:18.553867+00:00
test_airline_20260906_185918,test_airline,airline,anthropic/claude-opus-4-8,v0.5,20,11,0.55,6.47353,0.588503,0.55,2026-09-06T19:11:19.553330+00:00
test_telecom_20260906_191123,test_telecom,telecom,anthropic/claude-opus-4-8,v0.5,40,13,0.325,14.1757,1.090438,0.325,2026-09-06T19:56:35.670674+00:00
test_telecom_20260906_195635,test_telecom,telecom,anthropic/claude-opus-4-8,v0.5,40,14,0.35,14.58889,1.042064,0.35,2026-09-06T20:38:44.626483+00:00
test_telecom_20260906_203844,test_telecom,telecom,anthropic/claude-opus-4-8,v0.5,40,14,0.35,13.153305,0.939522,0.35,2026-09-06T21:17:52.927449+00:00
test_telecom_20260906_211752,test_telecom,telecom,anthropic/claude-opus-4-8,v0.5,40,12,0.3,14.9463,1.245525,0.3,2026-09-06T21:59:07.210427+00:00
test_telecom_20260906_215907,test_telecom,telecom,anthropic/claude-opus-4-8,v0.5,40,13,0.325,13.49567,1.038128,0.325,2026-09-06T22:38:30.811689+00:00
